lat	lon
-5.73243331	-36.40075740
-7.11219713	-36.85581077
-7.07580847	-36.80653660
-7.17727440	-36.74286499
-5.76891936	-36.38702881
-6.22585867	-37.28243462
-6.22687830	-36.31239419
-6.02764986	-37.01178699
-6.00431793	-37.44345107
-6.48730053	-36.68457605
-5.66204195	-36.54083582
-6.11127335	-37.61358194
-6.35125732	-36.89036247
-6.48029562	-36.56098638
-6.12071586	-37.50808792
-5.68279772	-36.64832879
-5.55266068	-36.64886870
-5.92798405	-36.66643570
-6.82045709	-36.20136144
-6.02735480	-37.11934757
-6.38569566	-37.43258736
-6.39031281	-36.71443150
-7.07880123	-36.76380571
-6.56215760	-36.42776632
-6.39342133	-36.62441001
-6.97021493	-37.14604099
-5.50164097	-37.13427164
-7.13883807	-37.21868179
-6.27362973	-36.34354795
-6.99765236	-36.69680215
-6.99481995	-37.32755448
-6.26758728	-36.85647795
-5.58196982	-36.72772334
-6.49875929	-37.46148749
-6.77929857	-36.29591974
-6.27741274	-36.93770466
-6.18444889	-37.54136948
-5.60987142	-36.89099358
-6.57296756	-37.74710582
-6.50808172	-37.51053117
-6.28140137	-36.06074590
-5.87314104	-37.54291785
-5.64293131	-36.94244256
-6.45290024	-37.50468571
-6.08458125	-36.98255487
-6.44492615	-37.52079300
-6.47298926	-36.09485632
-6.61956912	-36.14639269
-6.12805168	-37.63788953
-5.97638006	-37.35430166
-5.69284395	-36.77503134
-5.60566521	-36.66999725
-5.71842873	-37.07050857
-7.01196484	-36.51734477
-6.21626761	-36.47854063
-6.24385721	-36.49998923
-5.93030459	-37.26510556
-6.48921017	-37.53763093
-6.66039137	-36.69186525
-6.52920746	-36.60447779
-5.54915613	-36.75005937
-6.42410521	-37.00783416
-6.04887205	-37.12466702
-6.49734624	-36.85220454
-6.28310318	-37.75054426
-7.20894800	-36.72494307
-5.59867539	-36.89144089
-6.44339207	-37.55630247
-6.31853024	-37.77905543
-5.69506011	-36.89020402
-5.72762953	-37.55610345
-5.47186306	-36.74044917
-6.64430276	-36.79095979
-6.66066427	-37.06059098
-5.77205407	-36.92296882
-7.09780214	-37.18557824
-6.20700167	-37.09855758
-5.79585967	-37.58006367
-6.68545854	-37.50495467
-6.00680235	-37.01190986
-7.06678804	-36.68048961
-6.24971765	-36.28078050
-7.09181555	-37.17403952
-5.69760584	-36.56128651
-6.55375082	-37.68497069
-5.96100038	-36.22660412
-5.64592395	-37.06887825
-7.09557731	-37.05739373
-6.63095399	-36.70727278
-6.71620892	-36.26011002
-6.19098701	-37.27760462
-7.07368680	-37.18040307
-6.34038462	-37.15077061
-7.06952114	-37.12553251
-6.58497234	-36.47487154
-6.42453803	-37.56588086
-6.71217626	-36.43756313
-6.98873776	-36.42757685
-5.95780458	-36.55355196
-5.89632721	-36.09230616
-6.49005522	-36.79690777
-5.77986288	-37.22460717
-6.12922841	-36.62048430
-6.03646525	-36.20272271
-5.83810344	-37.41839224
-6.46878260	-36.64760660
-6.21311805	-36.12063010
-6.13795925	-36.29385441
-6.54668291	-37.42792293
-6.28191846	-36.12612516
-6.79266077	-37.38586857
-5.82636636	-36.40452455
-5.97870809	-37.32823096
-6.11110677	-36.91883899
-5.93646714	-37.15644353
-5.63865532	-36.78527655
-6.78348595	-37.42075374
-6.52562788	-37.53246878
-5.92679000	-37.03017054
-6.88397680	-37.25854040
-6.33872751	-37.21891381
-6.64863829	-37.49450349
-5.88949960	-37.59446360
-5.68446770	-36.68966581
-5.91444231	-36.76305549
-5.82547737	-36.21725715
-6.33815609	-36.41408680
-6.19260355	-36.61436795
-6.99092808	-37.26845327
-6.62498706	-36.92886158
-6.26741378	-36.87927769
-6.81100494	-37.49578224
-5.72520605	-37.56403402
-5.97997481	-36.31619520
-6.97566171	-36.31254568
-6.14231523	-37.65187946
-5.82890634	-36.84258630
-6.23786684	-37.17194592
-6.92436377	-37.01983211
-6.35632831	-37.50986366
-5.84535096	-36.71551799
-6.69127195	-37.29586319
-6.69839126	-36.97664894
-6.64566468	-36.64339178
-6.80501633	-37.16780454
-5.68454543	-36.43238873
-5.56652480	-36.54242550
-6.22523947	-36.32665308
-5.85986111	-37.65647768
-6.03878253	-37.75406714
-5.57543325	-36.54529288
-5.64565716	-37.22091202
-5.78502636	-36.97061187
-5.72628947	-37.23587767
-6.63635170	-37.42868004
-5.84017044	-37.08025218
-7.08149840	-37.23552622
-5.83009410	-37.63958783
-5.98759838	-37.45362923
-6.67324009	-37.13993227
-5.90136332	-37.43842749
-6.67757387	-37.05907948
-5.77664790	-36.73759363
-6.25085847	-37.69857811
-6.96058279	-36.69232504
-6.36677012	-37.25313370
-5.44071946	-37.00626242
-6.17047603	-37.33164347
-6.70292831	-37.72433500
-6.02303135	-37.38321610
-5.75066715	-37.33473750
-6.77295202	-36.76087978
-5.45234301	-37.06093356
-6.76223180	-36.17885616
-6.57864495	-36.74875318
-6.34322566	-37.77635925
-6.23954076	-37.60490104
-6.06713960	-37.30431678
-6.94802135	-36.81460767
-5.83539058	-36.33465629
-6.07419329	-37.42268889
-6.02548910	-37.06456160
-6.30320250	-37.55880374
-5.61989178	-37.29852157
-5.96187746	-37.31503201
-6.63032760	-36.38312940
-6.69495115	-37.09871220
-6.71607489	-36.26231448
-6.72395409	-36.67670739
-5.79454661	-36.40456027
-5.87589702	-36.33831581
-6.36295323	-36.37134590
-6.28996413	-36.55221219
-6.58751440	-36.36651615
-6.80962538	-36.91056127
-5.96030596	-37.12187450
-6.37331380	-37.73085018
-7.01225420	-36.57686243
-6.03655755	-37.17085773
-6.12362372	-36.25835649
-5.79792549	-37.02418301
-6.64029621	-36.97945192
-6.27808635	-37.02974337
-5.69918488	-36.08970701
-6.26414203	-37.58781511
-5.77833442	-37.09474990
-6.14013800	-37.72850369
-6.34989393	-36.53039898
-7.08888166	-36.87786020
-7.13280814	-37.01689720
-5.58079510	-36.89339310
-6.36958822	-37.02475183
-6.39581115	-36.11322274
-6.57820602	-36.37934892
-6.53613297	-36.83059022
-6.09750248	-37.38376498
-6.69932281	-37.40326321
-6.67939540	-37.68179122
-6.73734731	-36.78634398
-6.27583427	-36.40602958
-7.08771867	-37.12952694
-5.81098850	-36.49741180
-6.16816130	-37.28637269
-5.87002020	-36.31467052
-6.74321222	-37.05388874
-6.61429625	-37.52285941
-6.71424495	-36.73011239
-5.85556660	-37.45962996
-6.19521590	-36.59235895
-6.18793019	-37.29690019
-6.23241232	-36.50633475
-6.59809645	-37.75731321
-6.41069375	-36.63370977
-6.16184971	-36.66963696
-6.88051136	-36.98175893
-6.20125093	-37.67704984
-5.70114054	-37.53992578
-6.66718638	-37.19579502
-5.74505452	-36.64118063
-6.07051243	-36.05884759
-6.05548739	-36.24738567
-6.35423120	-37.40227069
-6.06911268	-36.17098440
-5.66812052	-36.37745505
-5.80265362	-37.01775054
-5.96335067	-36.74582586
-6.46516641	-37.64100655
-6.24873293	-37.25959224
-6.24444552	-37.12360172
-6.19856589	-37.04126509
-6.47035847	-36.84722499
-6.25003886	-36.49354602
-6.89871748	-37.32967309
-6.17041425	-36.03450966
-6.39614092	-36.88026864
-6.08185368	-37.20341472
-5.74742974	-37.32090380
-6.29493412	-37.25890597
-6.97640164	-36.45121219
-5.82746966	-37.03398670
-6.83129676	-37.47439601
-5.77425662	-36.79624567
-6.38992818	-37.74782505
-5.69576833	-37.09501767
-6.86780823	-36.99417032
-7.01637128	-36.98274480
-6.04415569	-37.40071969
-5.67096402	-37.06449563
-5.96124415	-36.69403129
-5.72340994	-37.23485165
-5.62884293	-36.77425387
-5.61678081	-36.67438591
-5.77559816	-37.08352160
-6.50252761	-36.25993777
-6.64176936	-36.43907006
-5.85097792	-36.94908940
-6.97468059	-36.28579298
-7.01343435	-37.46502187
-6.52459463	-36.22648967
-6.21679525	-36.21639240
-6.78572975	-37.64130042
-6.51217647	-37.34314411
-5.88823145	-36.60336630
-6.15346996	-36.12606106
-6.92470900	-36.94714338
-5.64251600	-37.16763891
-7.11689711	-37.30808178
-6.21408883	-36.68283503
-6.32035454	-37.73292925
-5.98534566	-37.51551795
-5.73044878	-36.64234420
-5.52404797	-36.52819629
-5.46748915	-36.68756591
-5.76831178	-37.02191556
-6.41034119	-36.30416922
-6.14488362	-37.14487403
-6.70570610	-36.30578944
-6.23807575	-36.36948406
-5.76785365	-36.91301454
-5.76825087	-36.49010414
-6.62138385	-37.05331628
-6.46881860	-36.20638063
-6.88811813	-36.25233341
-6.42761556	-37.09470303
-6.53897613	-36.26555656
-6.78803853	-36.44826283
-6.88589713	-36.80007271
-6.49093875	-36.52462191
-6.50059854	-36.37866986
-5.58679503	-36.77364688
-6.68174198	-37.24221880
-7.02736173	-36.51956009
-6.26974222	-36.43634155
-5.61094538	-36.50289342
-5.56434032	-37.34392135
-5.86571408	-36.99992300
-5.49189810	-37.17011129
-6.70867088	-36.53170590
-6.60473722	-37.70660049
-6.97854073	-36.64450450
-6.30331263	-36.85574795
-5.74602950	-36.20091298
-6.90834870	-36.60520709
-6.02173541	-37.11252344
-6.77031714	-37.55417171
-5.98813771	-37.53573631
-6.59782031	-36.96902025
-6.94038989	-37.10763384
-5.65541093	-37.42181853
-6.62685770	-37.44664685
-6.59238701	-37.76907632
-6.26236335	-37.14223380
-5.71175329	-36.93433973
-6.84436305	-36.98819890
-6.78417625	-36.72847934
-6.16003108	-36.12449330
-6.18978914	-36.48167632
-5.86687665	-36.13921867
-6.50250063	-36.65610099
-5.60021651	-36.72911959
-5.90437946	-36.24873242
-6.77178892	-36.24573433
-6.38224284	-37.02410315
-7.07021628	-37.24411397
-6.52821631	-37.25235927
-5.73501369	-36.81284446
-6.26103477	-37.74290026
-5.59021942	-36.82191825
-5.88670959	-36.70254395
-6.66930045	-37.50411727
-6.99280845	-37.50250850
-6.09073538	-36.41392432
-6.62060619	-36.52047968
-6.00898234	-37.36394337
-6.65566215	-37.72488326
-6.28825883	-37.23915602
-6.48918545	-36.04615719
-6.20527428	-36.78137959
-6.24611995	-36.26863647
-6.14004515	-37.40092556
-5.63582642	-37.38011225
-5.81381608	-36.70166359
-6.60876235	-37.32996083
-7.05083707	-36.37338928
-6.47180107	-36.92216608
-6.24951645	-36.30131189
-6.67368871	-36.92921914
-6.86504804	-36.25905186
-6.43184628	-36.46337928
-6.89274468	-36.56592108
-6.67055832	-36.82147995
-5.94346697	-37.21553794
-5.77757139	-37.62059691
-5.81148213	-37.41611042
-5.91163597	-36.92294052
-6.35008532	-36.12513209
-6.53173187	-36.80812448
-6.13339151	-37.60232986
-6.24919381	-37.44564467
-5.44201327	-36.97123958
-6.54667481	-37.34755794
-6.34716747	-36.05887715
-6.96054768	-36.77465656
-5.91563208	-36.78424278
-6.42463629	-37.15149565
-6.50897036	-37.39523494
-6.90061287	-36.32216779
-6.99210227	-36.39513986
-5.55882564	-37.30126555
-6.23496491	-36.46933685
-6.05360577	-36.59230841
-6.10795973	-37.72482282
-6.29395074	-36.48428495
-6.15848329	-36.27593891
-6.10273033	-36.29441787
-6.24637989	-36.60416598
-5.36149110	-36.61084065
-5.65403013	-36.80348327
-6.47166940	-36.91123930
-6.15543870	-36.17928518
-6.07536945	-37.24563332
-6.28683546	-36.38126632
-7.09766354	-36.53360962
-6.12938871	-36.04960058
-6.86964373	-36.47139976
-6.90779672	-37.05596759
-6.99394976	-36.84362974
-6.27982948	-36.50164702
-5.74841997	-36.63177358
-6.53933891	-36.37245766
-6.24613630	-37.05705469
-6.40031541	-36.23009159
-5.54679978	-37.02258218
-5.56111342	-36.49141465
-6.59552512	-36.52905059
-6.75457137	-36.72691818
-6.41333799	-37.76858931
-5.97762318	-37.28441749
-6.56851584	-37.48850026
-6.58743163	-36.80549225
-6.72750654	-36.75127098
-5.79519707	-36.62870147
-6.30278061	-37.53934932
-6.51651795	-37.68541476
-6.89901586	-37.33467906
-6.19564387	-37.43900917
-6.27271107	-36.08560878
-5.43700822	-36.79190121
-5.83238129	-37.52320563
-6.58051866	-36.99836133
-5.93779674	-37.58957231
-5.87542695	-36.13400165
-5.47947950	-36.70280264
-6.65172708	-36.21695379
-5.79554634	-36.72237654
-7.04464827	-36.48011118
-5.76733123	-37.54012343
-5.64712187	-36.84953939
-6.93789304	-36.75404178
-5.77777793	-37.20919493
-6.54788464	-37.60573923
-6.65328495	-36.14729444
-5.80167569	-36.57854876
-6.50527652	-36.20682598
-6.39590196	-36.24422108
-5.77865073	-37.39797378
-6.24871506	-37.00930771
-6.72215083	-37.38409102
-5.85242087	-36.89828607
-6.75863506	-36.13769015
-5.97486008	-36.75934377
-6.98741748	-37.50776259
-6.86461243	-36.35645442
-6.27201771	-36.77512260
-6.51749171	-36.84010136
-6.74163948	-36.74983042
-5.90593167	-36.22103673
-6.75846191	-37.42377901
-5.96874521	-37.16334769
-6.26848887	-36.48358782
-6.46141950	-36.33604022
-5.79640539	-36.76448560
-5.79886436	-37.24630652
-6.07065799	-36.43352290
-5.60102754	-36.57400658
-5.97110438	-36.91112312
-6.90208461	-37.42785672
-6.73317996	-37.46626189
-5.93292033	-36.56128501
-6.42218758	-37.75314265
-6.23656331	-36.65993518
-5.76328750	-36.61648675
-6.24714994	-37.23986281
-5.78712782	-36.54173588
-6.89830069	-37.05989564
-6.50929180	-37.78920744
-7.09038700	-36.89531679
-5.60333694	-36.87373031
-6.57084842	-37.04925409
-6.39614763	-36.59815882
-6.08008234	-36.58095297
-5.79945885	-37.28752567
-6.86906418	-37.60377599
-6.37427198	-37.09571293
-6.52051420	-37.26600568
-5.67669871	-36.33876371
-6.30780210	-36.28340404
-6.89033242	-37.47314492
-6.51934692	-37.78095437
-6.64827508	-37.72804648
-6.23355912	-37.67183828
-5.57149743	-37.25586074
-6.33408822	-36.74282604
-6.43543046	-37.50193257
-6.78694810	-36.68575647
-5.60194072	-36.93767907
-6.77423524	-37.01055858
-6.25260515	-36.90389045
-6.24858852	-37.37887770
-6.20652105	-36.28305389
-5.78347884	-36.98631511
-7.15617497	-36.59801219
-6.23970333	-36.04403429
-6.31156522	-36.49064176
-5.83761788	-36.82968731
-7.07623899	-36.79444075
-6.52849992	-37.71626838
-6.52232011	-36.59840305
-6.70485585	-37.62616604
-6.46629446	-36.45979332
-5.71753253	-36.43186289
-6.04885595	-36.71987789
-6.42700643	-37.39313442
-5.70100232	-36.26678986
-5.63017178	-37.34951896
-7.12370663	-37.03257820
-6.79710688	-36.95337967
-6.57953453	-37.74505290
-6.92320798	-36.92774740
-6.02168134	-36.36801010
-6.64778784	-36.99270407
-5.87913668	-36.60898209
-6.82560705	-36.28697621
-5.68272657	-36.98827390
-7.04009972	-36.37462728
-6.08212343	-37.30705085
-6.28058310	-36.79995630
-5.63046859	-36.58804414
-6.80669472	-36.46572814
-6.43816120	-37.58736296
-6.78074340	-37.48036008
-6.15984714	-37.29627060
-5.46330552	-36.13500329
-6.21692633	-37.07399754
-6.26511280	-37.76199009
-6.72635899	-36.32933142
-6.91240366	-36.97576494
-6.23747363	-37.37695740
-6.95551466	-36.49306517
-6.11331715	-36.27263019
-5.94629487	-37.59340929
-5.69844744	-36.37573308
-6.63707355	-36.09259186
-5.45559486	-36.72268134
-6.16201713	-36.98463599
-6.01349059	-37.17692848
-5.76795617	-37.26108539
-5.43529111	-36.91151708
-6.99739720	-36.73509598
-6.66160129	-37.06381420
-5.77802246	-37.61254377
-6.32119730	-36.92902241
-6.78820734	-36.14184476
-6.04380782	-36.61845867
-5.89096527	-37.23084866
-6.37465681	-36.06358797
-6.16811630	-37.48823113
-6.54921544	-36.79763320
-6.07183340	-37.54236326
-6.84124684	-37.50745126
-6.38381334	-37.61908136
-6.47412466	-36.23732992
-7.06902951	-36.50842872
-5.82660111	-36.73068474
-5.57124076	-36.52734121
-6.63475904	-37.19779639
-6.41455328	-37.12200641
-6.57525997	-36.18943026
-7.04204264	-37.23318772
-5.46039456	-36.86075576
-6.92428892	-36.65063125
-5.98732756	-36.96049219
-6.69106822	-37.20046643
-6.19754250	-36.40541878
-5.81139144	-37.28550890
-6.27149815	-37.27371553
-6.50182968	-37.59403057
-6.64102407	-36.68323683
-6.88112117	-37.26815601
-7.16274097	-37.21381441
-6.31288485	-37.50616679
-5.69430725	-36.32910363
-5.92284966	-37.41434315
-6.25397059	-37.00033443
-5.51334573	-36.95371862
-6.15068976	-37.50627285
-6.42155175	-36.53444109
-5.77635305	-37.26992171
-5.93498438	-36.43574199
-6.89947608	-36.30314201
-6.45344576	-37.71712084
-6.04933161	-37.75734976
-6.42365645	-37.32687818
-6.17168008	-36.84666767
-6.44373181	-37.65215916
-6.48777797	-37.65019242
-5.91475128	-36.73005501
-6.25244760	-36.50670114
-6.69912936	-37.20546646
-6.15967331	-36.50375676
-6.31538676	-37.72186557
-6.35741326	-36.08443507
-5.73780617	-36.52620511
-5.52991418	-36.95012094
-5.97676212	-37.14251454
-5.53962841	-37.21252764
-5.68817838	-37.14260892
-6.14206123	-36.29869236
-6.75537054	-37.10311844
-6.16608999	-36.42284201
-6.17482465	-36.48935597
-6.88655258	-36.74377997
-6.29260012	-36.98713502
-6.57469958	-37.58752981
-5.91765283	-36.92800780
-5.52579869	-36.89271298
-6.82916750	-37.38259965
-6.96137676	-36.88433543
-6.34564369	-37.21407972
-6.13825388	-37.75964700
-5.53280198	-36.97692205
-6.80890939	-37.27794547
-6.52337319	-36.74844534
-5.78949748	-36.58395990
-7.14274375	-36.69974161
-5.78561206	-36.79172892
-5.75218596	-36.35414828
-5.95945661	-36.70797879
-6.44629900	-36.12674954
-5.70580676	-37.01302236
-6.08456294	-36.70702260
-7.09671373	-36.76912020
-6.00102823	-36.46976192
-6.53212370	-37.41945699
-6.17975189	-37.51736428
-5.80629551	-36.43738845
-6.45445014	-37.32127880
